id,name,sex,grau,grau.date,grau.obs,uc-entrada,uc-entrada.date,uc-entrada.obs,uc-saida,uc-saida.date,uc-saida.obs,faculdade,faculdade.date,faculdade.obs,nota-processamento,nota-processamento.date,nota-processamento.obs,naturalidade,naturalidade.date,naturalidade.obs,faculdade-original,faculdade-original.date,faculdade-original.obs
184908,António Alves Martins,m,Doutor em Teologia,1837-07-16,"Doutoramento 16.07.1837, Atos grandes n.º 3, fl. 92v.",1827-10-19,1827-10-19,,1837-07-16,1837-07-16,,Teologia,1827-10-19,Teologia,,,,Granja de Alijó,1827-10-19,,,,
208916,António Alves da Cunha,m,Doutor em Cânones,1726-03-19,Doutor 19.03.1726,1719-10-01,1719-10-01,,1726-03-19,1726-03-19,,Cânones,1719-10-01,Cânones,,,,Porto,1719-10-01,,,,
141601,António Alves de Aguiar,m,Doutor em Cânones,1748-12-21,"21.12.1748, Atos e Graus 83, fl. 131",1741-10-01,1741-10-01,,1748-12-21,1748-12-21,,Cânones,1741-10-01,Cânones,,,,Lisboa,1741-10-01,,,,
153043,António Alves de Carvalho,m,Doutor em Cânones,1820-04-23,"Doutoramento 23.04.1820, Atos grandes n.º 3, fl. 69v.",1814-10-05,1814-10-05,,1822-10-31,1822-10-31,,Cânones,1814-10-05,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"""Direito / Cânones para Cânones,Leis.""",Vilarinho de São Romão,1814-10-05,,"""Direito / Cânones""",1814-10-05,
153043,António Alves de Carvalho,m,Doutor em Cânones,1820-04-23,"Doutoramento 23.04.1820, Atos grandes n.º 3, fl. 69v.",1814-10-05,1814-10-05,,1822-10-31,1822-10-31,,Leis,1814-10-05,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"""Direito / Cânones para Cânones,Leis.""",Vilarinho de São Romão,1814-10-05,,"""Direito / Cânones""",1814-10-05,
153037,António Alves de Carvalho,m,Doutor em Teologia,1682-05-31,31.05.1682,1675-10-01,1675-10-01,,1692-11-06,1692-11-06,,Teologia,1675-10-01,Teologia,,,,Cernache,1675-10-01,,,,
222395,António Alves de Sequeira,m,Doutor em Teologia,1675-05-19,Doutor 19.05.1675,1666-10-02,1666-10-02,,1675-05-19,1675-05-19,,Teologia,1666-10-02,Teologia,,,,Amial,1666-10-02,,,,
145260,António Amado,m,Doutor em Medicina,1734-10-10,10.10.1734,1726-10-01,1726-10-01,,1734-10-10,1734-10-10,,Medicina,1726-10-01,Medicina,,,,Coimbra,1726-10-01,,,,
150591,António Barbosa,m,Doutor em Cânones,1577-06-23,"""1577/06/23""",1569-11-01,1569-11-01,,1577-06-23,1577-06-23,,Cânones,1569-11-01,Cânones,,,,Braga,1569-11-01,,,,
150587,António Barbosa,m,Doutor em Medicina,1541-02-20,"""1541/02/20, Livro 3, fl. 69, Caderno 3.º """,1541-02-06,1541-02-06,,1541-02-20,1541-02-20,,Medicina,1541-02-06,Medicina,,,,,,,,,
149771,António Barbosa Bacelar,m,Doutor em Cânones,1645-04-30,"30.04.1645 - volume 33, Livro 2, fl. 69",1634-10-19,1634-10-19,,1645-04-30,1645-04-30,,Cânones,1634-10-19,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1634-10-19,,Leis,1634-10-19,
149771,António Barbosa Bacelar,m,Doutor em Cânones,1645-04-30,"30.04.1645 - volume 33, Livro 2, fl. 69",1634-10-19,1634-10-19,,1645-04-30,1645-04-30,,Leis,1634-10-19,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1634-10-19,,Leis,1634-10-19,
177664,António Barreto Gavião,m,Doutor em Leis,1593-10-03,Doutor 03.10.1593,1585-10-02,1585-10-02,,1593-10-03,1593-10-03,,Leis,1585-10-02,Leis,,,,Lisboa,1585-10-02,,,,
139695,António Belarmino Correia da Fonseca,m,Doutor em Teologia,1822-11-24,"24.11.1822, fl. 86",1816-10-31,1816-10-31,,1822-11-24,1822-11-24,,Teologia,1816-10-31,Teologia,,,,Aldeia das Dez,1816-10-31,,,,
193503,António Benvenuto Jorge,m,Doutor em Cânones,1762-07-25,"25.07.1762, fl. 103",1756-10-01,1756-10-01,,1762-07-25,1762-07-25,,Cânones,1756-10-01,Cânones,,,,Lisboa,1756-10-01,,,,
234868,António Bernardino de Menezes,m,Doutor em Direito,1851-10-29,"Doutoramento 29.10.1851, Atos grandes n.º 4, fl. 86v.",1844-10-25,1844-10-25,,1851-10-29,1851-10-29,,Direito,1844-10-25,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Direito,Teologia.",Santiago de Cepões,1844-10-25,,Teologia,1844-10-25,
234868,António Bernardino de Menezes,m,Doutor em Direito,1851-10-29,"Doutoramento 29.10.1851, Atos grandes n.º 4, fl. 86v.",1844-10-25,1844-10-25,,1851-10-29,1851-10-29,,Direito,1844-10-25,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Direito,Teologia.",Santiago de Cepões,1844-10-25,,Teologia,1844-10-25,
234868,António Bernardino de Menezes,m,Doutor em Direito,1851-10-29,"Doutoramento 29.10.1851, Atos grandes n.º 4, fl. 86v.",1844-10-25,1844-10-25,,1851-10-29,1851-10-29,,Teologia,1844-10-25,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Direito,Teologia.",Santiago de Cepões,1844-10-25,,Teologia,1844-10-25,
234868,António Bernardino de Menezes,m,Doutor em Direito,1851-10-29,"Doutoramento 29.10.1851, Atos grandes n.º 4, fl. 86v.",1844-10-25,1844-10-25,,1851-10-29,1851-10-29,,Teologia,1844-10-25,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Direito,Teologia.",Santiago de Cepões,1844-10-25,,Teologia,1844-10-25,
269707,António Bernardo de Almeida,m,Doutor em Cânones,1726-07-11,11.07.1726,1725-07-06,1725-07-06,,1726-07-11,1726-07-11,,Cânones,1725-07-06,Cânones,,,,Baia,1725-07-06,,,,
134872,António Berquó del Rio,m,Doutor em Cânones,1716-11-22,22.11.1716,1709-01-11,1709-01-11,,1716-11-22,1716-11-22,,Cânones,1709-01-11,Cânones,,,,Ilha do Faial,1709-01-11,,,,
193377,António Bonifácio Coelho,m,Doutor em Cânones,1744-12-21,"Doutoramento 21.12.1744, Atos n.º 79, fl. 155",1738-10-01,1738-10-01,,1744-12-21,1744-12-21,,Cânones,1738-10-01,Cânones,,,,Covilhã,1738-10-01,,,,
187478,António Brandão,m,Doutor em Teologia,1561-07-27,Doutor 27.07.1561,1546-10-00,1546-10-00,,1561-07-27,1561-07-27,,Teologia,1546-10-00,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Teologia,Lisboa,1546-10-00,,,,
187472,António Brandão,m,Doutor em Teologia,1655-07-15,Doutor 15.07.1655,1654-07-20,1654-07-20,,1655-07-15,1655-07-15,,Teologia,1654-07-20,Teologia,,,,,,,,,
224678,António Brandão da Silva,m,Doutor em Teologia,1795-05-10,"Doutoramento 10.05.1795, Atos grandes n.º 2, fl. 167",1776-10-17,1776-10-17,,1795-05-10,1795-05-10,,Teologia,1776-10-17,Teologia,,,,Oliveira do Bairro,1776-10-17,,,,
128006,António Cabral,m,Doutor em Leis,1616-05-30,30.05.1616,1583-10-10,1583-10-10,,1616-05-30,1616-05-30,,Leis,1583-10-10,Leis,,,,Moura,1583-10-10,,,,
127987,António Cabral,m,Doutor em Teologia,1669-10-13,13.10.1669,1665-10-15,1665-10-15,,1666-10-10,1666-10-10,,Teologia,1665-10-15,Teologia,,,,,,,,,
274618,António Caetano Maciel Calheiros,m,Doutor em Cânones,1756-05-21,"21.05.1756, Atos 90, fl. 152 v.",1755-05-19,1755-05-19,,1756-05-21,1756-05-21,,Cânones,1755-05-19,Cânones,,,,,,,,,
172746,António Caetano da Rocha,m,Doutor em Cânones,1728-10-04,Doutor 1728.10.04,1722-10-26,1722-10-26,,1728-10-04,1728-10-04,,Cânones,1722-10-26,Cânones,,,,Lisboa,1722-10-26,,,,
250259,António Caetano da Silva Sarmento Morais,m,Doutor em Cânones,1768-10-30,"Doutoramento 30.10.1768, Atos n.º 103, fl. 106",1761-10-01,1761-10-01,,1766-10-30,1766-10-30,,Cânones,1761-10-01,Cânones,,,,Vinhais,1761-10-01,,,,
278499,António Caetano de Sousa Faria Lobo Girão,m,Doutor em Leis,1813-07-27,"27.07.1813, Atos n.º 3, fl. 84",1810-06-06,1810-06-06,,1813-07-27,1813-07-27,,Leis,1810-06-06,Leis,,,,"Oliveira, Lamego",1810-06-06,Oliveira (Lamego),,,
160427,António Camelo Forte,m,Doutor em Leis,1794-07-06,"06.07.1794, fl. 169 v.",1787-10-11,1787-10-11,,1794-07-06,1794-07-06,,Leis,1787-10-11,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,"Algodres, Linhares",1787-10-11,Algodres (Linhares),Direito,1787-10-11,
221723,António Cardoso Seara,m,Doutor em Leis,1722-06-28,Doutor 28.06.1722,1716-10-01,1716-10-01,,1722-06-28,1722-06-28,,Leis,1716-10-01,Leis,,,,Montemor-o-Velho,1716-10-01,,,,
138441,António Carneiro,m,Doutor em Teologia,1629-04-27,27.04.1629,1627-11-26,1627-11-26,,1629-04-27,1629-04-27,,Teologia,1627-11-26,Teologia,,,,,,,,,
150610,António Carneiro Barbosa,m,Doutor em Leis,1674-07-01,"""1674/07/01""",1666-10-01,1666-10-01,,1674-07-01,1674-07-01,,Leis,1666-10-01,Leis,,,,Vila do Conde,1666-10-01,,,,
203276,António Carneiro Tinoco,m,Doutor em Cânones,1698-07-26,26.07.1698,1691-10-26,1691-10-26,,1699-10-30,1699-10-30,,Cânones,1691-10-26,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Braga,1691-10-26,,Cânones,1691-10-26,
203276,António Carneiro Tinoco,m,Doutor em Cânones,1698-07-26,26.07.1698,1691-10-26,1691-10-26,,1699-10-30,1699-10-30,,Leis,1691-10-26,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Braga,1691-10-26,,Cânones,1691-10-26,
152915,António Carvalho,m,Doutor em Cânones,1554-06-10,Doutor - 10.06.1554,1549-04-11,1549-04-11,,1554-06-10,1554-06-10,,Cânones,1549-04-11,Cânones,,,,Guimarães,1549-04-11,,,,
192793,António Chichorro,m,Doutor em Teologia,1700-07-08,Doutor 08.07.1700,1692-10-01,1692-10-01,,1700-07-08,1700-07-08,,Teologia,1692-10-01,Teologia,,,,,,,,,
148928,António Coelho de Azevedo,m,Doutor em Leis,1781-07-22,"22.07.1781, Atos n.º 1, fl. 131",1767-10-01,1767-10-01,,1781-07-22,1781-07-22,,Leis,1767-10-01,Leis,,,,Lisboa,1767-10-01,,,,
196080,António Cordeiro,m,Doutor em Teologia,1789-06-28,"Doutoramento 28.06.1789, Atos n.º 1, fl. 126",1783-10-31,1783-10-31,,1789-06-28,1789-06-28,,Teologia,1783-10-31,Teologia,,,,Samora Correia,1783-10-31,,,,
196418,António Cordovil,m,Doutor em Cânones,1647-06-13,Doutor 13.06.1647,1638-11-16,1638-11-16,,1647-06-13,1647-06-13,,Cânones,1638-11-16,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lisboa,1638-11-16,,Cânones,1638-11-16,
196418,António Cordovil,m,Doutor em Cânones,1647-06-13,Doutor 13.06.1647,1638-11-16,1638-11-16,,1647-06-13,1647-06-13,,Leis,1638-11-16,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lisboa,1638-11-16,,Cânones,1638-11-16,
292985,António Correia Godinho da Costa,m,Doutor em Teologia,1822-04-21,"Doutoramento 21.04.1822, Atos grandes n.º 3, fl. 83v.",1815-05-31,1815-05-31,,1822-04-21,1822-04-21,,Teologia,1815-05-31,Teologia,,,,Santa Comba Dão,1815-05-31,,,,
199501,António Correia Godinho da Costa,m,Doutor em Teologia,1822-04-21,"Doutoramento 21.04.1822, Atos grandes n.º 3, fl. 83v.",1815-10-23,1815-10-23,,1822-04-21,1822-04-21,,Teologia,1815-10-23,Teologia,,,,Santa Comba Dão,1815-10-23,,,,
151645,António Correia Vaz de Seabra Machado de Barros,m,Doutor em Cursos jurídicos (Cânones ou Leis),1820-05-28,"28.05.1820, Atos Grandes n.º 3, fl. 95",1814-10-22,1814-10-22,,1820-05-28,1820-05-28,,Cursos jurídicos (Cânones ou Leis),1814-10-22,Direito,,,,Lourosa da Trapa,1814-10-22,,,,
211474,António Correia de Sá,m,Doutor em Cânones,1549-02-23,Doutor 23.02.1549,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,,Cânones,0000-00-00,Cânones,,,,,,,,,
211470,António Correia de Sá,m,Doutor em Cânones,1548-07-00,,1548-07-00,1548-07-00,,1550-01-08,1550-01-08,,Cânones,1548-07-00,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cânones,,,,,,
197203,António Couceiro de Tavares,m,Doutor em Cânones,1669-11-30,30.11.1669,1660-11-12,1660-11-12,,1669-07-31,1669-07-31,,Cânones,1660-11-12,Cânones,,,,Póvoa,1660-11-12,,,,
199472,António Cândido Ribeiro da Costa,m,Doutor em Direito,1878-07-21,"doutor 21.07.1878, Atos grandes n.º 6, fl. 139",1871-10-14,1871-10-14,,1878-07-21,1878-07-21,,Direito,1871-10-14,Direito,,,,Candemil,1871-10-14,,,,
285017,António César Augusto Maria,m,Doutor em Direito,1868-07-26,"Doutoramento 26.07.1868, Atos grandes n.º 5, fl. 63",1865-07-03,1865-07-03,,1868-07-26,1868-07-26,,Direito,1865-07-03,Direito,,,,Coimbra,1865-07-03,,,,
137954,António Dias,m,Doutor em Medicina,1574-10-20,Recebeu o grau de Doutor: 20.10.1574,1568-10-18,1568-10-18,,1574-10-20,1574-10-20,,Medicina,1568-10-18,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Medicina,Monsaraz,1568-10-18,,,,
147533,António Dinis de Araújo,m,Doutor em Cânones,1726-12-24,"""1726/12/24""",1720-10-01,1720-10-01,,1726-12-24,1726-12-24,,Cânones,1720-10-01,Cânones,,,,Peso da Régua,1720-10-01,,,,
244872,António Duarte Ferreira,m,Doutor em Medicina,1704-10-23,Doutor 23.10.1704,1696-10-01,1696-10-01,,1704-10-23,1704-10-23,,Medicina,1696-10-01,Medicina,,,,Formoselha,1696-10-01,,,,
165199,António Eleutério,m,Doutor em Teologia,1830-02-07,"07.02.1830, Atos n.º 18, fl. 90",1822-10-21,1822-10-21,,1830-02-07,1830-02-07,,Teologia,1822-10-21,Teologia,,,,Porto,1822-10-21,,,,
247165,António Feio,m,Doutor em Cânones,1597-03-20,Doutor 20.03.1597,1577-10-02,1577-10-02,,1597-03-20,1597-03-20,,Cânones,1577-10-02,Cânones,,,,Gouveia,1577-10-02,,,,
189308,António Feio de Castelo Branco,m,Doutor em Cânones,1726-11-20,Doutor 20.11.1726,1719-10-01,1719-10-01,,1726-11-20,1726-11-20,,Cânones,1719-10-01,Cânones,,,,Setúbal,1719-10-01,,,,
171481,António Fernandes de Matos,m,Doutor em Medicina,1697-11-17,Doutor 17.11.1697,1690-10-01,1690-10-01,,1697-11-17,1697-11-17,,Medicina,1690-10-01,Medicina,,,,São Paio de Brunhais,1690-10-01,,,,
209730,António Fernando Leite,m,Doutor em Teologia,1797-07-25,"Doutoramento 25.07.1797, Atos grandes n.º 2, fl. 173",1791-10-24,1791-10-24,,1797-07-25,1797-07-25,,Teologia,1791-10-24,Teologia,,,,Lisboa,1791-10-24,,,,
244528,António Ferreira,m,Doutor em Cânones,1693-07-05,Doutor 05.07.1693,1686-10-01,1686-10-01,,1693-07-05,1693-07-05,,Cânones,1686-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1686-10-01,,Leis,1686-10-01,
244528,António Ferreira,m,Doutor em Cânones,1693-07-05,Doutor 05.07.1693,1686-10-01,1686-10-01,,1693-07-05,1693-07-05,,Leis,1686-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1686-10-01,,Leis,1686-10-01,
147536,António Ferreira de Araújo,m,Doutor em Artes,1785-04-10,"10.04.1785, Atos Grandes nº 1, fl. 117",1763-10-01,1763-10-01,,1785-04-10,1785-04-10,,Artes,1763-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Artes,Teologia.",Pereira,1763-10-01,,Teologia,1763-10-01,
147536,António Ferreira de Araújo,m,Doutor em Artes,1785-04-10,"10.04.1785, Atos Grandes nº 1, fl. 117",1763-10-01,1763-10-01,,1785-04-10,1785-04-10,,Artes,1763-10-01,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Artes,Teologia.",Pereira,1763-10-01,,Teologia,1763-10-01,
147536,António Ferreira de Araújo,m,Doutor em Artes,1785-04-10,"10.04.1785, Atos Grandes nº 1, fl. 117",1763-10-01,1763-10-01,,1785-04-10,1785-04-10,,Teologia,1763-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Artes,Teologia.",Pereira,1763-10-01,,Teologia,1763-10-01,
147536,António Ferreira de Araújo,m,Doutor em Artes,1785-04-10,"10.04.1785, Atos Grandes nº 1, fl. 117",1763-10-01,1763-10-01,,1785-04-10,1785-04-10,,Teologia,1763-10-01,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Artes,Teologia.",Pereira,1763-10-01,,Teologia,1763-10-01,
211489,António Forte Bustamante e Sá,m,Doutor em Cânones,1745-07-18,"Doutoramento 18.07.1745, Atos n.º 79, fl. 189v.",1738-10-01,1738-10-01,,1745-07-18,1745-07-18,,Cânones,1738-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Paraíbuna,1738-10-01,,Cânones,1738-10-01,
211489,António Forte Bustamante e Sá,m,Doutor em Cânones,1745-07-18,"Doutoramento 18.07.1745, Atos n.º 79, fl. 189v.",1738-10-01,1738-10-01,,1745-07-18,1745-07-18,,Leis,1738-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Paraíbuna,1738-10-01,,Cânones,1738-10-01,
141683,António Francisco de Aguilar,m,Doutor em Cânones,1716-06-21,"""1716/06/21""",1709-04-12,1709-04-12,,1716-06-21,1716-06-21,,Cânones,1709-04-12,Cânones,,,,Covilhã,1709-04-12,,,,
177216,António Freire Gameiro,m,Doutor em Cânones,1746-07-26,26.07.1746,1740-10-01,1740-10-01,,1746-07-26,1746-07-26,,Cânones,1740-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lisboa,1740-10-01,,Cânones,1740-10-01,
177216,António Freire Gameiro,m,Doutor em Cânones,1746-07-26,26.07.1746,1740-10-01,1740-10-01,,1746-07-26,1746-07-26,,Leis,1740-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lisboa,1740-10-01,,Cânones,1740-10-01,
202542,António Freire de Andrade Gonçalves Temudo,m,Doutor em Leis,1803-07-25,"Doutoramento 25.07.1803, Atos grandes n.º 3, fl. 82",1797-10-00,1797-10-00,,1803-07-25,1803-07-25,,Leis,1797-10-00,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,Abrantes,1797-10-00,,Direito,1797-10-00,
172675,António Galvão,m,Doutor em Teologia,1596-06-16,Doutor 16.06.1596,1587-11-06,1587-11-06,,1594-03-26,1594-03-26,,Teologia,1587-11-06,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Teologia,,,,,,
226095,António Garcia Pereira,m,Doutor em Cânones,1780-07-26,"Doutoramento 26.07.1780, Atos Grandes n.º 1, fl. 150v.",1769-12-01,1769-12-01,,1781-07-26,1781-07-26,,Cânones,1769-12-01,Cânones,,,,Arganil,1769-12-01,,,,
209034,António Garcia Ribeiro de Vasconcelos,m,Doutor em Teologia,1886-01-27,Doutoramento 27.01.1886 Atos Grandes n.º 5 fl. 131v.,1878-10-11,1878-10-11,,1886-06-27,1886-06-27,,Teologia,1878-10-11,Teologia,,,,São Paio de Gramaços,1878-10-11,,,,
178285,António Gomes,m,Doutor em Medicina,1585-07-07,Doutor 07.07.1585,1579-10-03,1579-10-03,,1585-07-07,1585-07-07,,Medicina,1579-10-03,Medicina,,,,Alcobaça,1579-10-03,,,,
178310,António Gomes,m,Doutor em Medicina,1755-10-14,"Doutoramento 14.10.1755, Atos n.º 90, fl. 192v.",1747-10-01,1747-10-01,,1755-10-14,1755-10-14,,Medicina,1747-10-01,Medicina,,,,Coimbra,1747-10-01,,,,
178345,António Gomes,m,Doutor em Teologia,1724-07-09,Doutor 09.07.1724,1717-10-01,1717-10-01,,1724-07-09,1724-07-09,,Teologia,1717-10-01,Teologia,,,,Lisboa,1717-10-01,,,,
195280,António Gomes Colaço,m,Doutor em Cânones,1682-07-25,Doutor 25.07.1682,1674-10-01,1674-10-01,,1682-07-25,1682-07-25,,Cânones,1674-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Cânones,Teologia.",Pedrogão,1674-10-01,,Teologia,1674-10-01,
195280,António Gomes Colaço,m,Doutor em Cânones,1682-07-25,Doutor 25.07.1682,1674-10-01,1674-10-01,,1682-07-25,1682-07-25,,Teologia,1674-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Cânones,Teologia.",Pedrogão,1674-10-01,,Teologia,1674-10-01,
177514,António Gonçalves Garrido,m,Doutor em Cânones,1717-07-25,Doutor 25.07.1717,1711-10-01,1711-10-01,,1717-07-25,1717-07-25,,Cânones,1711-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Coimbra,1711-10-01,,Cânones,1711-10-01,
177514,António Gonçalves Garrido,m,Doutor em Cânones,1717-07-25,Doutor 25.07.1717,1711-10-01,1711-10-01,,1717-07-25,1717-07-25,,Leis,1711-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Coimbra,1711-10-01,,Cânones,1711-10-01,
245846,António Guedes Pinto,m,Doutor em Leis,1789-03-21,"Doutoramento, 21.03.1789, Atos Grandes n.º1, fl.147 v.",1781-10-22,1781-10-22,,1789-03-21,1789-03-21,,Leis,1781-10-22,Leis,,,,Guimarães,1781-10-22,,,,
224940,António Henriques da Silva,m,Doutor em Direito,1884-10-01,"Doutoramento 01.10.1884, Atos grandes n.º 6, fl. 140",1877-10-05,1877-10-05,,1884-10-01,1884-10-01,,Direito,1877-10-05,Direito,,,,Sabugosa,1877-10-05,,,,
230365,António Henriques da Silveira,m,Doutor em Cânones,1748-07-13,"Doutoramento 13.07.1748, Atos n.º 82, fl. 151",1742-10-01,1742-10-01,,1748-07-13,1748-07-13,,Cânones,1742-10-01,Cânones,,,,Estremoz,1742-10-01,,,,
190325,António Homem,m,Doutor em Cânones,1592-04-12,doutor 12.04.1592,1580-04-16,1580-04-16,,1591-10-01,1591-10-01,,Cânones,1580-04-16,Cânones,,,,Coimbra,1580-04-16,,,,
202239,António Homem Leitão,m,Doutor em Cânones,1625-05-25,Doutor 25.05.1625 Atos e graus 27 fl. 50v. caderno 3,1618-10-17,1618-10-17,,1625-05-25,1625-05-25,,Cânones,1618-10-17,Cânones,,,,Bragança,1618-10-17,,,,
191620,António Inácio,m,Doutor em Cânones,1765-10-24,"24.10.1765, Atos n.º 100, fl. 65-65 v.",1759-10-01,1759-10-01,,1764-10-01,1764-10-01,,Cânones,1759-10-01,Cânones,,,,Rebalvia,1759-10-01,,,,
151109,António Jacinto Roque Barreiros,m,Doutor em Cânones,1711-01-18,"""1711/01/18""",1704-10-01,1704-10-01,,1711-01-18,1711-01-18,,Cânones,1704-10-01,Cânones,,,,Porto de Mós,1704-10-01,,,,
205448,António Joaquim Coutinho,m,Doutor em Cursos jurídicos (Cânones ou Leis),1805-10-18,"Doutoramento 18.10.1805, Atos grandes n.º 3, fl. 28",1797-10-03,1797-10-03,,1805-10-18,1805-10-18,,Cursos jurídicos (Cânones ou Leis),1797-10-03,Direito,,,,"Covões, Coimbra",1797-10-03,Covões (Coimbra),,,
202241,António Joaquim Leitão,m,Doutor em Filosofia,1790-10-23,,1790-10-23,1790-10-23,,1792-10-08,1792-10-08,,Filosofia,1790-10-23,Filosofia,,,,Bragança,1790-10-23,,,,
134276,António Joaquim Nogueira de Figueiredo,m,Doutor em Cânones,1802-07-25,"25.07.1802, fl. 182v.",1787-10-24,1787-10-24,,1802-07-25,1802-07-25,,Cânones,1787-10-24,Cânones,,,,Santarém,1787-10-24,,,,
209006,António Joaquim da Cunha,m,Doutor em Leis,1795-05-25,"Doutoramento 25.05.1795, Atos grandes n.º 2, fl. 171",1785-10-20,1785-10-20,,1795-05-25,1795-05-25,,Leis,1785-10-20,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Filosofia para Leis.,Coimbra,1785-10-20,,Filosofia,1785-10-20,
183816,António Joaquim de Paiva Manso,m,Doutor em Leis,1795-05-26,"Doutoramento 26.05.1795, Atos grandes n.º 2, fl. 171v.",1789-10-24,1789-10-24,,1795-05-26,1795-05-26,,Leis,1789-10-24,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,Anagueis,1789-10-24,,Direito,1789-10-24,
279323,António Jordão,m,Doutor em Leis,1801-07-12,"12.07.1801, fl. 182",1798-06-04,1798-06-04,,1801-07-12,1801-07-12,,Leis,1798-06-04,Leis,,,,Lisboa,1798-06-04,,,,
250779,António José Coelho Lousada,m,Doutor em Cânones,1825-07-17,"Doutoramento 17.07.1825, Atos grandes n.º 3, fl. 76",1819-10-04,1819-10-04,,1825-07-17,1825-07-17,,Cânones,1819-10-04,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Cânones.,Porto,1819-10-04,,Direito,1819-10-04,
196098,António José Cordeiro,m,Doutor em Cânones,1770-10-28,"Doutoramento 28.10.1770, Atos n.º 105, fl. 24v.",1763-10-01,1763-10-01,,1770-10-28,1770-10-28,,Cânones,1763-10-01,Cânones,,,,Coimbra,1763-10-01,,,,
